Path,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,Label
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_VULN_elem_tv_short.c']
","4
","0
","0
","0
","8
","0
","4
","0
","0
","85
","2
","3
","3
","2
","11
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_VULN_elem_v.c']
","3
","0
","0
","0
","7
","0
","3
","0
","0
","85
","2
","2
","2
","2
","9
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_VULN_elem_v_short.c']
","4
","0
","0
","0
","7
","0
","3
","0
","0
","65
","0
","1
","1
","1
","7
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4933/CVE_2013_4933_PATCHED_netmon_open.c']
","52
","1
","0
","1
","3
","0
","15
","25
","25
","220
","3
","2
","17
","4
","33
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4933/CVE_2013_4933_VULN_netmon_open.c']
","48
","1
","0
","1
","3
","0
","14
","25
","25
","214
","3
","2
","16
","4
","31
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-6380/CVE_2013_6380_PATCHED_aac_send_raw_srb.c']
","447
","6
","0
","1
","2
","0
","39
","99
","105
","283
","5
","6
","43
","15
","63
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-6380/CVE_2013_6380_VULN_aac_send_raw_srb.c']
","447
","6
","0
","1
","2
","0
","39
","99
","105
","283
","15
","5
","43
","15
","63
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-6381/CVE_2013_6381_PATCHED_qeth_snmp_command.c']
","9
","0
","0
","0
","2
","0
","9
","6
","6
","61
","1
","2
","8
","2
","21
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-6381/CVE_2013_6381_VULN_qeth_snmp_command.c']
","8
","0
","0
","0
","2
","0
","8
","6
","6
","61
","1
","2
","7
","2
","18
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-6436/CVE_2013_6436_PATCHED_lxcDomainGetMemoryParameters.c']
","37
","1
","0
","1
","4
","0
","18
","13
","14
","71
","9
","4
","16
","6
","40
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-6436/CVE_2013_6436_VULN_lxcDomainGetMemoryParameters.c']
","26
","1
","0
","1
","4
","0
","11
","6
","6
","61
","6
","3
","12
","3
","26
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-6449/CVE_2013_6449_PATCHED_ssl_get_algorithm2.c']
","2
","0
","0
","0
","1
","0
","1
","5
","10
","24
","0
","1
","1
","1
","10
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-6449/CVE_2013_6449_VULN_ssl_get_algorithm2.c']
","2
","0
","0
","0
","1
","0
","1
","3
","7
","22
","0
","1
","1
","1
","6
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-6457/CVE_2013_6457_PATCHED_libxlDomainGetNumaParameters.c']
","27
","1
","0
","1
","4
","0
","12
","8
","9
","74
","6
","3
","13
","4
","33
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-6457/CVE_2013_6457_VULN_libxlDomainGetNumaParameters.c']
","27
","1
","0
","1
","4
","0
","12
","8
","9
","74
","6
","3
","13
","4
","33
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-6671/CVE_2013_6671_PATCHED_nsHtml5TreeOperation__Perform.c']
","134
","4
","0
","1
","2
","0
","32
","117
","121
","681
","24
","6
","30
","3
","51
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-6671/CVE_2013_6671_VULN_nsHtml5TreeOperation__Perform.c']
","134
","4
","0
","1
","2
","0
","32
","117
","121
","681
","24
","6
","30
","3
","51
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7009/CVE_2013_7009_PATCHED_rpza_decode_stream.c']
","268
","10
","4
","4
","1
","0
","7
","25
","28
","83
","3
","5
","16
","7
","13
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7009/CVE_2013_7009_VULN_rpza_decode_stream.c']
","268
","10
","4
","4
","1
","0
","7
","25
","28
","83
","7
","5
","16
","7
","13
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7010/CVE_2013_7010_PATCHED_add_bytes_c.c']
","3
","2
","0
","1
","3
","0
","0
","0
","0
","54
","0
","1
","1
","2
","2
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7010/CVE_2013_7010_PATCHED_diff_bytes_c.c']
","6
","3
","0
","1
","4
","0
","2
","0
","0
","62
","2
","2
","3
","3
","3
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7010/CVE_2013_7010_VULN_add_bytes_c.c']
","3
","2
","0
","1
","3
","0
","0
","0
","0
","54
","0
","1
","1
","2
","2
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7010/CVE_2013_7010_VULN_diff_bytes_c.c']
","6
","3
","0
","1
","4
","0
","2
","0
","0
","62
","2
","2
","3
","3
","3
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7011/CVE_2013_7011_VULN_read_header.c']
","10697
","4
","1
","2
","1
","0
","46
","198
","237
","114
","3
","7
","39
","34
","38
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7013/CVE_2013_7013_PATCHED_g2m_init_buffers.c']
","7
","0
","0
","0
","1
","0
","4
","37
","37
","48
","2
","2
","4
","4
","15
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7013/CVE_2013_7013_VULN_g2m_init_buffers.c']
","7
","0
","0
","0
","1
","0
","4
","37
","37
","52
","2
","2
","4
","4
","15
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7014/CVE_2013_7014_PATCHED_add_bytes_l2_c.c']
","3
","2
","0
","1
","4
","0
","0
","0
","0
","62
","0
","1
","1
","2
","2
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7014/CVE_2013_7014_VULN_add_bytes_l2_c.c']
","3
","2
","0
","1
","4
","0
","0
","0
","0
","62
","0
","1
","1
","2
","2
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7017/CVE_2013_7017_PATCHED_ff_jpeg2000_cleanup.c']
","5
","3
","1
","3
","2
","0
","1
","18
","18
","74
","1
","4
","4
","2
","17
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7017/CVE_2013_7017_PATCHED_ff_jpeg2000_init_component.c']
","3628
","12
","6
","4
","7
","0
","23
","186
","186
","266
","19
","5
","31
","5
","49
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7017/CVE_2013_7017_VULN_ff_jpeg2000_cleanup.c']
","4
","3
","1
","3
","2
","0
","0
","17
","17
","74
","1
","3
","3
","2
","14
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7017/CVE_2013_7017_VULN_ff_jpeg2000_init_component.c']
","3628
","12
","6
","4
","7
","0
","23
","186
","186
","266
","19
","5
","31
","5
","49
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7019/CVE_2013_7019_PATCHED_get_cox.c']
","17
","1
","0
","1
","2
","0
","9
","47
","48
","44
","1
","2
","9
","8
","23
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7019/CVE_2013_7019_VULN_get_cox.c']
","30
","1
","0
","1
","2
","0
","10
","44
","45
","44
","1
","2
","9
","8
","23
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7021/CVE_2013_7021_PATCHED_filter_frame.c']
","14
","1
","0
","1
","2
","0
","11
","41
","41
","89
","4
","3
","10
","3
","16
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7021/CVE_2013_7021_VULN_filter_frame.c']
","14
","1
","0
","1
","2
","0
","11
","40
","40
","89
","4
","3
","10
","3
","16
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7022/CVE_2013_7022_PATCHED_g2m_init_buffers.c']
","7
","0
","0
","0
","1
","0
","4
","37
","37
","48
","2
","2
","4
","4
","15
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7022/CVE_2013_7022_VULN_g2m_init_buffers.c']
","7
","0
","0
","0
","1
","0
","4
","37
","37
","52
","2
","2
","4
","4
","15
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7023/CVE_2013_7023_PATCHED_ff_combine_frame.c']
","50
","2
","0
","1
","4
","0
","8
","48
","48
","188
","3
","2
","7
","4
","10
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7023/CVE_2013_7023_VULN_ff_combine_frame.c']
","50
","2
","0
","1
","4
","0
","8
","45
","45
","188
","3
","2
","7
","4
","10
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7024/CVE_2013_7024_PATCHED_jpeg2000_decode_tile.c']
","141
","14
","5
","5
","3
","0
","14
","92
","92
","339
","13
","6
","13
","9
","55
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/34/CVE-2013-7024/CVE_2013_7024_VULN_jpeg2000_decode_tile.c']
","141
","14
","5
","5
","3
","0
","14
","88
","88
","339
","13
","6
","13
","9
","55
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-0160/CVE_2014_0160_PATCHED_dtls1_process_heartbeat.c']
","20
","0
","0
","0
","1
","0
","10
","21
","26
","72
","3
","2
","8
","5
","17
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-0160/CVE_2014_0160_PATCHED_tls1_process_heartbeat.c']
","18
","0
","0
","0
","1
","0
","9
","21
","26
","72
","3
","3
","7
","5
","15
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-0160/CVE_2014_0160_VULN_dtls1_process_heartbeat.c']
","14
","0
","0
","0
","1
","0
","7
","17
","20
","72
","3
","3
","5
","3
","10
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-0160/CVE_2014_0160_VULN_tls1_process_heartbeat.c']
","14
","0
","0
","0
","1
","0
","7
","17
","20
","72
","3
","3
","5
","3
","10
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-0205/CVE_2014_0205_PATCHED_futex_wait.c']
","35
","0
","0
","0
","6
","0
","10
","16
","16
","69
","1
","2
","10
","2
","12
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-0205/CVE_2014_0205_VULN_futex_wait.c']
","35
","0
","0
","0
","6
","0
","10
","16
","16
","73
","1
","2
","10
","2
","12
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-0221/CVE_2014_0221_PATCHED_dtls1_get_message_fragment.c']
","15
","0
","0
","0
","5
","0
","15
","24
","30
","86
","3
","3
","13
","5
","27
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-0221/CVE_2014_0221_VULN_dtls1_get_message_fragment.c']
","15
","0
","0
","0
","5
","0
","15
","24
","30
","86
","3
","3
","13
","5
","27
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1438/CVE_2014_1438_PATCHED_restore_fpu_checking.c']
","2
","0
","0
","0
","1
","0
","1
","1
","1
","15
","0
","1
","1
","1
","3
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1438/CVE_2014_1438_VULN_restore_fpu_checking.c']
","1
","0
","0
","0
","1
","0
","0
","1
","1
","15
","0
","0
","0
","0
","0
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1481/CVE_2014_1481_PATCHED_IsCacheableGetPropCallNative.c']
","3
","0
","0
","0
","3
","0
","4
","4
","5
","24
","0
","1
","2
","2
","11
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1481/CVE_2014_1481_PATCHED_js__Invoke.c']
","6
","0
","0
","0
","6
","0
","4
","0
","0
","49
","1
","2
","4
","3
","8
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1481/CVE_2014_1481_VULN_IsCacheableGetPropCallNative.c']
","3
","0
","0
","0
","3
","0
","2
","2
","2
","18
","0
","1
","2
","2
","8
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1481/CVE_2014_1481_VULN_js__Invoke.c']
","6
","0
","0
","0
","6
","0
","4
","0
","0
","49
","1
","2
","4
","3
","8
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1487/CVE_2014_1487_PATCHED_ReportLoadError.c']
","7
","0
","0
","0
","4
","0
","0
","0
","0
","8
","0
","1
","1
","1
","1
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1487/CVE_2014_1487_VULN_ReportLoadError.c']
","7
","0
","0
","0
","4
","0
","0
","0
","0
","8
","0
","1
","1
","1
","1
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1497/CVE_2014_1497_PATCHED_WaveReader__LoadFormatChunk.c']
","14
","0
","0
","0
","1
","0
","10
","5
","7
","34
","3
","3
","9
","3
","18
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1497/CVE_2014_1497_VULN_WaveReader__LoadFormatChunk.c']
","14
","0
","0
","0
","1
","0
","10
","5
","7
","34
","3
","3
","9
","3
","18
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1498/CVE_2014_1498_PATCHED_nsConvertToActualKeyGenParams.c']
","64
","1
","0
","1
","5
","0
","18
","12
","14
","105
","12
","6
","19
","3
","29
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1498/CVE_2014_1498_VULN_nsConvertToActualKeyGenParams.c']
","64
","1
","0
","1
","5
","0
","18
","10
","11
","105
","12
","6
","19
","3
","25
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1508/CVE_2014_1508_PATCHED_nsDisplayNotation__Paint.c']
","6
","0
","0
","0
","2
","0
","0
","27
","27
","104
","0
","1
","1
","1
","1
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1508/CVE_2014_1508_VULN_nsDisplayNotation__Paint.c']
","6
","0
","0
","0
","2
","0
","0
","27
","27
","104
","0
","1
","1
","1
","1
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1509/CVE_2014_1509_PATCHED__cairo_dwrite_load_truetype_table.c']
","5
","0
","0
","0
","5
","0
","3
","5
","7
","72
","0
","1
","3
","1
","7
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1509/CVE_2014_1509_VULN__cairo_dwrite_load_truetype_table.c']
","5
","0
","0
","0
","5
","0
","3
","5
","7
","52
","0
","1
","3
","1
","3
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1510/CVE_2014_1510_PATCHED_nsGlobalWindow__BuildURIfromBase.c']
","98
","0
","0
","0
","3
","0
","9
","5
","5
","78
","1
","2
","7
","2
","9
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1510/CVE_2014_1510_PATCHED_nsGlobalWindow__SecurityCheckURL.c']
","4
","0
","0
","0
","1
","0
","3
","1
","1
","17
","0
","1
","3
","2
","11
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1510/CVE_2014_1510_VULN_nsGlobalWindow__BuildURIfromBase.c']
","146
","0
","0
","0
","4
","0
","10
","5
","5
","96
","2
","2
","8
","2
","9
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1510/CVE_2014_1510_VULN_nsGlobalWindow__SecurityCheckURL.c']
","3
","0
","0
","0
","1
","0
","2
","1
","1
","18
","0
","1
","2
","2
","12
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1522/CVE_2014_1522_PATCHED_ComputeCustom.c']
","3
","1
","0
","1
","4
","0
","1
","3
","3
","56
","1
","2
","2
","1
","4
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1522/CVE_2014_1522_VULN_ComputeCustom.c']
","5
","1
","0
","1
","4
","0
","2
","3
","3
","56
","2
","2
","3
","2
","5
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1642/CVE_2014_1642_PATCHED_pirq_guest_bind.c']
","27
","0
","0
","0
","3
","0
","14
","40
","44
","81
","4
","3
","11
","6
","25
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1642/CVE_2014_1642_VULN_pirq_guest_bind.c']
","28
","0
","0
","0
","3
","0
","14
","40
","44
","81
","4
","3
","10
","6
","25
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1684/CVE_2014_1684_PATCHED_ASF_ReadObject_file_properties.c']
","2
","0
","0
","0
","2
","0
","1
","12
","12
","37
","0
","1
","1
","1
","4
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1684/CVE_2014_1684_VULN_ASF_ReadObject_file_properties.c']
","2
","0
","0
","0
","2
","0
","1
","12
","12
","37
","0
","1
","1
","1
","4
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1690/CVE_2014_1690_PATCHED_help.c']
","10
","1
","0
","1
","6
","0
","5
","8
","8
","32
","1
","3
","3
","3
","4
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1690/CVE_2014_1690_VULN_help.c']
","10
","1
","0
","1
","6
","0
","5
","9
","9
","14
","1
","3
","3
","3
","4
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1737/CVE_2014_1737_PATCHED_raw_cmd_copyin.c']
","16
","1
","0
","1
","3
","0
","9
","22
","22
","60
","3
","2
","10
","7
","11
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1737/CVE_2014_1737_VULN_raw_cmd_copyin.c']
","16
","1
","0
","1
","3
","0
","9
","22
","22
","60
","3
","2
","10
","7
","11
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1738/CVE_2014_1738_PATCHED_raw_cmd_copyout.c']
","6
","1
","0
","1
","3
","0
","4
","10
","10
","25
","2
","4
","5
","3
","7
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/35/CVE-2014-1738/CVE_2014_1738_VULN_raw_cmd_copyout.c']
","6
","1
","0
","1
","3
","0
","4
","10
","10
","24
","2
","4
","5
","3
","7
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3182/CVE_2014_3182_PATCHED_logi_dj_raw_event.c']
","7
","0
","0
","0
","4
","0
","3
","9
","9
","52
","1
","3
","4
","4
","14
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3182/CVE_2014_3182_PATCHED_logi_dj_recv_add_djhid_device.c']
","6
","0
","0
","0
","2
","0
","5
","38
","38
","87
","0
","1
","5
","2
","19
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3182/CVE_2014_3182_VULN_logi_dj_raw_event.c']
","6
","0
","0
","0
","4
","0
","2
","5
","5
","48
","1
","3
","3
","3
","11
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3182/CVE_2014_3182_VULN_logi_dj_recv_add_djhid_device.c']
","7
","0
","0
","0
","2
","0
","6
","42
","42
","89
","0
","1
","6
","3
","21
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3183/CVE_2014_3183_PATCHED_logi_dj_ll_raw_request.c']
","4
","0
","0
","0
","6
","0
","3
","4
","4
","44
","0
","1
","3
","1
","6
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3183/CVE_2014_3183_VULN_logi_dj_ll_raw_request.c']
","4
","0
","0
","0
","6
","0
","3
","4
","4
","44
","0
","1
","3
","1
","6
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3184/CVE_2014_3184_PATCHED_ch_report_fixup.c']
","2
","0
","0
","0
","3
","0
","1
","0
","0
","30
","0
","1
","1
","1
","4
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3184/CVE_2014_3184_PATCHED_kye_report_fixup.c']
","12
","0
","0
","0
","3
","0
","4
","1
","1
","74
","4
","2
","5
","4
","10
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3184/CVE_2014_3184_PATCHED_lg_report_fixup.c']
","56
","0
","0
","0
","3
","0
","9
","5
","5
","141
","7
","2
","8
","8
","20
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3184/CVE_2014_3184_PATCHED_mr_report_fixup.c']
","2
","0
","0
","0
","3
","0
","1
","0
","0
","30
","0
","1
","1
","1
","4
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3184/CVE_2014_3184_PATCHED_pl_report_fixup.c']
","2
","0
","0
","0
","3
","0
","1
","0
","0
","30
","0
","1
","1
","1
","4
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3184/CVE_2014_3184_PATCHED_sp_report_fixup.c']
","2
","0
","0
","0
","3
","0
","1
","0
","0
","30
","0
","1
","1
","1
","4
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3184/CVE_2014_3184_VULN_ch_report_fixup.c']
","2
","0
","0
","0
","3
","0
","1
","0
","0
","30
","0
","1
","1
","1
","4
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3184/CVE_2014_3184_VULN_kye_report_fixup.c']
","12
","0
","0
","0
","3
","0
","4
","1
","1
","74
","4
","2
","5
","4
","10
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3184/CVE_2014_3184_VULN_lg_report_fixup.c']
","56
","0
","0
","0
","3
","0
","9
","5
","5
","141
","7
","2
","8
","8
","20
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3184/CVE_2014_3184_VULN_mr_report_fixup.c']
","2
","0
","0
","0
","3
","0
","1
","0
","0
","30
","0
","1
","1
","1
","4
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3184/CVE_2014_3184_VULN_pl_report_fixup.c']
","2
","0
","0
","0
","3
","0
","1
","0
","0
","30
","0
","1
","1
","1
","4
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3184/CVE_2014_3184_VULN_sp_report_fixup.c']
","2
","0
","0
","0
","3
","0
","1
","0
","0
","30
","0
","1
","1
","1
","4
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3185/CVE_2014_3185_PATCHED_command_port_read_callback.c']
","14
","0
","0
","0
","1
","0
","13
","31
","37
","77
","2
","4
","9
","4
","15
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3185/CVE_2014_3185_VULN_command_port_read_callback.c']
","13
","0
","0
","0
","1
","0
","12
","26
","31
","74
","2
","4
","8
","4
","10
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3509/CVE_2014_3509_PATCHED_ssl_parse_serverhello_tlsext.c']
","92
","2
","1
","2
","5
","0
","48
","79
","105
","212
","23
","11
","41
","27
","61
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3509/CVE_2014_3509_VULN_ssl_parse_serverhello_tlsext.c']
","88
","2
","1
","2
","5
","0
","47
","78
","104
","212
","23
","11
","40
","26
","61
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/36/CVE-2014-3511/CVE_2014_3511_PATCHED_ssl23_get_client_hello.c']
","5739
","2
","0
","1
","1
","0
","67
","86
","98
","187
","21
","10
","49
","27
","51
",0
